,wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),PV average,PV average,PV average,PV average,PV average,PV average,PV average,PV average,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh
311,1277.0,2154.0,5817.0,7421.0,4036.0,1313.0,3669.6666666666656,0.0,0.0,0.0,0.0,467.0,122.0,1277.0,2154.0,5817.0,7421.0,3569.0,1191.0,200667.0,339872.0,278821.0,292917.0,310502.0,278222.0,283500.1666666667,18715.0,31786.0,33279.0,39322.0,36909.0,42508.0,104276.0,192342.0,159707.0,147510.0,179544.0,159753.0,77676.0,115744.0,85835.0,106085.0,94049.0,75961.0,22370.0,24952.0,32952.0,21502.0,20752.0,32686.0,25868.999999999996,14432.0,18245.0,25572.0,14742.0,15115.0,20909.0,6400.0,6242.0,6493.0,5746.0,5191.0,9537.0,1538.0,465.0,887.0,1014.0,446.0,2240.0,227589.0,328011.0,262081.0,248598.0,315735.0,253862.0,274528.0,272914.85714285716,87218.0,147673.0,112297.0,103173.0,138687.0,104192.0,111241.0,90517.0,124892.0,103092.0,105334.0,123195.0,103043.0,112891.0,49854.0,55446.0,46692.0,40091.0,53853.0,46627.0,50396.0,0.3882,1.3252000000000002,1.0159999999999998,1.3721999999999999,2.321,1.0952,0.6324,0.9097999999999998,0.622,0.386,0.081,0.20299999999999999,0.649,0.3882,0.89,1.095,0.131,0.394,2.57,1.0159999999999998,2.8230000000000004,0.39899999999999997,0.224,2.7419999999999995,0.43800000000000006,1.3252000000000002,1.067,1.399,2.055,0.964,1.3760000000000001,1.3721999999999999,1.493,1.344,3.5710000000000006,2.4710000000000005,2.726,2.321,1.346,1.807,0.7899999999999999,0.9650000000000001,0.568,1.0952,1.035,0.406,0.7060000000000001,0.271,0.744,0.6324,35.5,55.4,46.900000000000006,57.3,4.1,6.0,5.0,6.0,19.7,33.0,27.7,33.9,11.7,16.4,14.2,17.4,548.87,1281.3700000000001,745.5400000000001,1112.7799999999997,1123.21,129.09,2957.0299999999997,548.87,984.4200000000003,731.5299999999999,1112.7799999999997,1119.47,129.09,2957.0299999999997,548.87,994.2600000000001,731.5299999999999,1112.57,1123.21,129.09,2957.0299999999997
312,2735.0,2913.0,9711.0,7917.0,3322.0,13518.0,6686.0,0.0,0.0,0.0,0.0,1011.0,134.0,2735.0,2913.0,9711.0,7917.0,2311.0,13384.0,227672.0,330963.0,222584.0,294863.0,266297.0,276029.0,269734.6666666667,25028.0,31985.0,26981.0,40719.0,30481.0,40687.0,118925.0,184263.0,127185.0,155176.0,156234.0,154437.0,83719.0,114715.0,68418.0,98968.0,79582.0,80905.0,23949.0,25105.0,32928.0,22719.0,19059.0,31845.0,25934.16666666667,14827.0,18279.0,24939.0,15911.0,14115.0,21008.0,6946.0,6243.0,6795.0,5799.0,4511.0,8758.0,2176.0,583.0,1194.0,1009.0,433.0,2079.0,254309.0,324398.0,256879.0,246227.0,292848.0,279357.0,261210.0,273604.0,100338.0,146113.0,109149.0,101239.0,124676.0,118607.0,106056.0,100489.0,123057.0,101154.0,100904.0,114950.0,110287.0,106889.0,53482.0,55228.0,46576.0,44084.0,53222.0,50463.0,48265.0,0.4356,1.6274000000000002,0.8106,1.2164,1.0217999999999998,1.4575999999999998,0.5117999999999999,0.9578666666666668,0.439,0.5900000000000001,0.23199999999999998,0.458,0.459,0.4356,0.784,1.152,0.384,1.3539999999999999,0.379,0.8106,2.603,0.14700000000000002,1.78,2.5060000000000002,1.101,1.6274000000000002,1.993,1.2590000000000001,0.429,1.281,1.12,1.2164,1.2179999999999997,1.4449999999999998,1.207,0.373,0.866,1.0217999999999998,0.47600000000000003,1.8349999999999997,1.926,1.9049999999999998,1.146,1.4575999999999998,0.41600000000000004,0.388,0.275,0.591,0.8890000000000001,0.5117999999999999,35.5,55.4,46.900000000000006,57.3,4.1,6.0,5.0,6.0,19.7,33.0,27.7,33.9,11.7,16.4,14.2,17.4,545.2899999999998,1201.9600000000003,706.78,1102.3700000000001,1002.8400000000001,163.74,2011.46,545.2899999999998,1057.34,706.78,1102.3700000000001,1002.0800000000002,163.74,2011.46,545.2899999999998,1078.7,706.78,1102.3700000000001,1002.8400000000001,163.74,2011.46
313,1099.0,2653.0,6833.0,12248.0,1667.0,16422.0,6820.333333333332,0.0,0.0,0.0,0.0,445.0,185.0,1099.0,2653.0,6833.0,12248.0,1222.0,16237.0,249845.0,332665.0,241618.0,221241.0,245207.0,282600.0,262196.0,26521.0,31470.0,28529.0,34506.0,28498.0,42079.0,129057.0,185604.0,136748.0,119484.0,142807.0,150738.0,94267.0,115591.0,76341.0,67251.0,73902.0,89783.0,25241.0,25079.0,31620.0,23982.0,18832.0,31376.0,26021.666666666668,15627.0,18191.0,23633.0,17033.0,13997.0,20984.0,7436.0,6318.0,6826.0,5860.0,4464.0,8562.0,2178.0,570.0,1161.0,1089.0,371.0,1830.0,262386.0,322004.0,271130.0,234278.0,289941.0,270453.0,254388.0,272082.85714285716,107339.0,145055.0,116309.0,93747.0,123071.0,114570.0,102549.0,102272.0,121132.0,105593.0,97045.0,113617.0,107349.0,104692.0,52775.0,55817.0,49228.0,43486.0,53253.0,48534.0,47147.0,0.46399999999999997,0.793,0.28840000000000005,0.7177999999999999,0.9259999999999999,1.5661999999999998,0.7314,0.5151333333333333,0.732,0.10600000000000001,0.023,1.273,0.186,0.46399999999999997,0.5,0.259,0.057,0.41100000000000003,0.215,0.28840000000000005,0.967,0.244,0.09800000000000002,2.5660000000000003,0.09000000000000001,0.793,1.1629999999999998,0.40099999999999997,0.23900000000000002,0.5469999999999999,1.2389999999999999,0.7177999999999999,1.7449999999999999,0.702,0.494,1.2329999999999999,0.45599999999999996,0.9259999999999999,0.606,2.116,1.129,2.334,1.646,1.5661999999999998,1.8409999999999995,0.326,0.128,0.7390000000000001,0.623,0.7314,35.5,55.4,46.900000000000006,57.3,4.1,6.0,5.0,6.0,19.7,33.0,27.7,33.9,11.7,16.4,14.2,17.4,546.77,1136.12,700.04,1023.5400000000001,1013.5500000000001,204.06,2136.6299999999997,546.77,955.6100000000002,700.04,1016.7800000000001,1013.5500000000001,204.06,2136.6299999999997,546.64,974.9999999999999,700.04,1023.5400000000001,1013.5500000000001,204.06,2136.6299999999997
314,551.0,2497.0,5833.0,8520.0,7508.0,19319.0,7371.333333333334,0.0,0.0,0.0,0.0,711.0,957.0,551.0,2497.0,5833.0,8520.0,6797.0,18362.0,279516.0,341615.0,211958.0,190841.0,279180.0,270798.0,262318.0,29257.0,34089.0,25623.0,31810.0,31588.0,44953.0,142930.0,187531.0,117638.0,103932.0,157837.0,139336.0,107329.0,119995.0,68697.0,55099.0,89755.0,86509.0,25752.0,24310.0,31414.0,25644.0,20839.0,31057.0,26502.66666666667,15990.0,17465.0,23970.0,17498.0,15251.0,20838.0,7413.0,6336.0,6420.0,6872.0,5098.0,8680.0,2349.0,509.0,1024.0,1274.0,490.0,1539.0,267712.0,322932.0,266670.0,222052.0,317931.0,265420.0,265628.0,275477.85714285716,111228.0,147726.0,114524.0,89003.0,137899.0,110279.0,107902.0,103298.0,121116.0,103704.0,92290.0,122823.0,107316.0,108368.0,53186.0,54090.0,48442.0,40759.0,57209.0,47825.0,49358.0,1.0856,0.4566,0.945,1.1228,1.4658000000000002,1.0154,1.0492000000000001,0.8290666666666665,2.4659999999999993,2.4480000000000004,0.024,0.40800000000000003,0.082,1.0856,2.2989999999999995,1.6059999999999999,0.45699999999999996,0.14200000000000002,0.221,0.945,0.413,0.072,0.8240000000000001,0.8829999999999999,0.09100000000000001,0.4566,1.7580000000000002,0.484,1.937,1.218,0.21700000000000003,1.1228,3.251,1.1569999999999998,1.462,0.5619999999999999,0.8970000000000001,1.4658000000000002,1.576,1.987,0.38,0.7989999999999999,0.335,1.0154,2.4499999999999997,1.2249999999999999,0.629,0.30400000000000005,0.638,1.0492000000000001,35.5,55.4,46.900000000000006,57.3,4.1,6.0,5.0,6.0,19.7,33.0,27.7,33.9,11.7,16.4,14.2,17.4,578.5399999999998,1177.82,690.2999999999998,970.68,1047.54,187.04000000000002,2163.8599999999997,578.5399999999998,964.5300000000001,690.2999999999998,970.68,1043.3,187.04000000000002,2163.8599999999997,578.5399999999998,987.0899999999999,690.2999999999998,970.68,1047.54,187.04000000000002,2163.8599999999997
315,1711.0,5156.0,5637.0,7733.0,11331.0,23121.0,9114.833333333334,0.0,0.0,0.0,0.0,1346.0,711.0,1711.0,5156.0,5637.0,7733.0,9985.0,22410.0,287236.0,302482.0,259440.0,258995.0,254196.0,266870.0,271536.5,29848.0,28919.0,27267.0,34926.0,30250.0,43972.0,152327.0,166483.0,145656.0,136920.0,141726.0,148497.0,105061.0,107080.0,86517.0,87149.0,82220.0,74401.0,26531.0,22286.0,32056.0,29425.0,21174.0,30922.0,27065.66666666667,16324.0,16467.0,24826.0,20611.0,15668.0,20860.0,7746.0,5265.0,6271.0,7445.0,5054.0,8495.0,2461.0,554.0,959.0,1369.0,452.0,1567.0,268407.0,301177.0,265872.0,237780.0,304282.0,261447.0,271079.0,272863.4285714286,110870.0,137463.0,114776.0,95784.0,130498.0,108595.0,110288.0,103451.0,113047.0,103381.0,100006.0,118832.0,106241.0,110149.0,54086.0,50667.0,47715.0,41990.0,54952.0,46611.0,50642.0,0.4244,0.2404,0.6756,0.9458,0.7416,1.277,0.5554,0.4467999999999999,0.59,1.22,0.17,0.048999999999999995,0.093,0.4244,0.29600000000000004,2.192,0.766,0.089,0.035,0.6756,0.19599999999999998,0.413,0.376,0.12200000000000001,0.09500000000000001,0.2404,0.949,0.35300000000000004,0.338,2.726,0.363,0.9458,1.246,0.27,0.538,0.338,1.316,0.7416,1.0339999999999998,1.237,1.305,0.135,2.674,1.277,1.081,0.8990000000000001,0.337,0.17099999999999999,0.28900000000000003,0.5554,35.3,54.9,46.1,57.3,3.9,5.8,4.9,6.0,20.1,32.7,27.3,33.9,11.3,16.4,13.9,17.4,580.1,946.6099999999999,721.6300000000002,1080.4899999999998,1016.5299999999999,151.11999999999998,2217.6499999999996,580.1,905.7,721.6300000000002,1080.4899999999998,1015.0000000000001,151.11999999999998,2217.6499999999996,580.1,946.6099999999999,721.6300000000002,1080.4899999999998,1016.5299999999999,151.11999999999998,2217.6499999999996
316,2003.0,2049.0,3053.0,3776.0,10097.0,18575.0,6592.166666666667,0.0,0.0,0.0,0.0,707.0,894.0,2003.0,2049.0,3053.0,3776.0,9390.0,17681.0,259500.0,266221.0,310701.0,254917.0,281651.0,251470.0,270743.3333333333,26360.0,27275.0,31549.0,34750.0,34166.0,37032.0,139616.0,149306.0,176471.0,137966.0,153456.0,157633.0,93524.0,89640.0,102681.0,82201.0,94029.0,56805.0,26472.0,21268.0,31062.0,32356.0,21251.0,30431.0,27140.0,16438.0,16290.0,23857.0,22931.0,15702.0,20634.0,7735.0,4411.0,6341.0,7884.0,5127.0,8263.0,2299.0,567.0,864.0,1541.0,422.0,1534.0,262608.0,270464.0,288092.0,244186.0,290577.0,262917.0,254795.0,267662.71428571426,105731.0,119955.0,123658.0,100432.0,122588.0,108180.0,102366.0,103016.0,102577.0,112692.0,99439.0,114820.0,107393.0,103806.0,53861.0,47932.0,51742.0,44315.0,53169.0,47344.0,48623.0,0.4662,0.25780000000000003,0.5202,1.5584,1.1856000000000002,1.5986000000000002,1.627,0.41473333333333334,0.218,1.747,0.121,0.151,0.09400000000000001,0.4662,0.279,0.801,0.31500000000000006,0.945,0.261,0.5202,0.11200000000000002,0.18799999999999997,0.198,0.165,0.626,0.25780000000000003,2.574,2.5819999999999994,1.54,0.236,0.86,1.5584,0.99,1.6250000000000002,1.161,0.9179999999999999,1.234,1.1856000000000002,0.6450000000000001,2.07,1.598,1.659,2.0210000000000004,1.5986000000000002,2.3430000000000004,1.905,0.25899999999999995,1.812,1.816,1.627,35.3,54.9,46.1,57.3,3.9,5.8,4.9,6.0,20.1,32.7,27.3,33.9,11.3,16.4,13.9,17.4,558.7800000000001,934.4399999999997,766.1,1144.77,1106.04,92.24,2203.24,558.7800000000001,891.34,766.1,1144.77,1106.04,92.24,2203.24,558.7800000000001,934.4399999999997,766.1,1144.77,1106.04,92.24,2203.24
317,2388.0,3196.0,4621.0,6767.0,6488.0,15567.0,6504.500000000001,0.0,0.0,0.0,0.0,234.0,1998.0,2388.0,3196.0,4621.0,6767.0,6254.0,13569.0,195140.0,270383.0,307596.0,280496.0,282938.0,238764.0,262552.8333333333,18601.0,26886.0,32323.0,40338.0,32500.0,33245.0,102168.0,152816.0,169603.0,142861.0,157618.0,149229.0,74371.0,90681.0,105670.0,97297.0,92820.0,56290.0,27238.0,21864.0,29068.0,33466.0,20581.0,30492.0,27118.166666666664,17237.0,16642.0,21956.0,23809.0,14850.0,19996.0,7579.0,4759.0,6377.0,7915.0,5313.0,8810.0,2422.0,463.0,735.0,1742.0,418.0,1686.0,252896.0,278265.0,295572.0,262604.0,290428.0,244475.0,259888.0,269161.14285714284,103300.0,123500.0,131260.0,106708.0,121272.0,97662.0,106723.0,98664.0,107039.0,112627.0,110782.0,115724.0,100174.0,103689.0,50932.0,47726.0,51685.0,45114.0,53432.0,46639.0,49476.0,0.23679999999999998,0.34140000000000004,0.6894,1.0592,1.096,1.1991999999999998,0.4640000000000001,0.42253333333333337,0.021,0.29100000000000004,0.406,0.375,0.091,0.23679999999999998,0.061,1.4300000000000002,0.23500000000000001,1.2,0.521,0.6894,0.022000000000000002,0.48300000000000004,0.22399999999999998,0.752,0.226,0.34140000000000004,0.893,0.241,0.362,2.2689999999999997,1.531,1.0592,0.331,0.126,1.814,2.272,0.937,1.096,1.739,1.7750000000000001,0.31100000000000005,1.5599999999999998,0.611,1.1991999999999998,0.119,0.442,0.389,0.9329999999999999,0.437,0.4640000000000001,35.3,54.9,46.1,57.3,3.9,5.8,4.9,6.0,20.1,32.7,27.3,33.9,11.3,16.4,13.9,17.4,497.22,944.78,764.1899999999999,1170.0600000000002,1104.05,66.69,2342.2,497.22,876.8,764.1899999999999,1170.0600000000002,1103.43,66.69,2342.2,497.22,944.78,764.1899999999999,1170.0600000000002,1104.05,66.69,2342.2
318,717.0,2536.0,4866.0,7104.0,7477.0,27682.0,8396.999999999998,0.0,0.0,0.0,0.0,241.0,3381.0,717.0,2536.0,4866.0,7104.0,7236.0,24301.0,247937.0,268082.0,289951.0,253312.0,240148.0,193849.0,248879.83333333334,25231.0,25186.0,31024.0,37056.0,27525.0,33222.0,132853.0,145022.0,162864.0,141288.0,139915.0,118355.0,89853.0,97874.0,96063.0,74968.0,72708.0,42272.0,26925.0,23484.0,27006.0,33549.0,21584.0,31841.0,27398.166666666664,17425.0,17445.0,19738.0,23967.0,15999.0,20620.0,7307.0,5436.0,6500.0,8062.0,5202.0,9474.0,2193.0,603.0,768.0,1520.0,383.0,1747.0,255619.0,267260.0,284698.0,242715.0,286942.0,236676.0,276377.0,264326.71428571426,104738.0,118988.0,126722.0,99367.0,121600.0,94323.0,113859.0,98439.0,102329.0,108365.0,100211.0,112652.0,97913.0,111775.0,52442.0,45943.0,49611.0,43137.0,52690.0,44440.0,50743.0,0.4554,0.4600000000000001,0.9958,0.9052,0.6078,1.3512,0.9734000000000002,0.6370666666666667,0.649,1.074,0.28800000000000003,0.235,0.031,0.4554,1.7169999999999999,1.995,0.7120000000000001,0.279,0.276,0.9958,0.37700000000000006,0.33,0.34299999999999997,0.8250000000000001,0.425,0.4600000000000001,0.12,0.393,2.3169999999999997,0.23,1.466,0.9052,0.18699999999999997,0.418,1.2049999999999998,0.48600000000000004,0.743,0.6078,1.121,1.729,2.1649999999999996,1.026,0.715,1.3512,0.695,1.9849999999999999,1.054,0.279,0.854,0.9734000000000002,35.3,54.9,46.1,57.3,3.9,5.8,4.9,6.0,20.1,32.7,27.3,33.9,11.3,16.4,13.9,17.4,547.25,960.4299999999998,747.1400000000002,1130.6399999999999,989.71,41.62,2337.38,547.25,865.8399999999999,747.1400000000002,1130.6399999999999,988.43,41.62,2337.38,547.25,941.0699999999998,747.1400000000002,1130.6399999999999,989.71,41.62,2337.38
319,2583.0,3599.0,8308.0,5838.0,7220.0,21425.0,8162.166666666666,0.0,0.0,0.0,0.0,996.0,3627.0,2583.0,3599.0,8308.0,5838.0,6224.0,17798.0,302223.0,267005.0,280877.0,234111.0,195570.0,224768.0,250758.99999999994,32488.0,23865.0,30038.0,36874.0,23338.0,38009.0,161967.0,145227.0,161263.0,131258.0,117423.0,136807.0,107768.0,97913.0,89576.0,65979.0,54809.0,49952.0,26897.0,25455.0,26815.0,32455.0,19980.0,31170.0,27128.666666666664,17336.0,18132.0,19222.0,23522.0,14713.0,19579.0,7405.0,6220.0,6763.0,7452.0,4945.0,9299.0,2156.0,1103.0,830.0,1481.0,322.0,2292.0,287292.0,272231.0,287301.0,243935.0,275881.0,247859.0,260460.0,267851.28571428574,123039.0,119979.0,126640.0,99646.0,115876.0,99791.0,104632.0,108585.0,104523.0,110672.0,101194.0,108804.0,102265.0,107735.0,55668.0,47729.0,49989.0,43095.0,51201.0,45803.0,48093.0,0.131,0.203,0.2472,0.9006000000000001,0.9884000000000001,1.3222,0.5354000000000001,0.19373333333333334,0.021,0.108,0.115,0.066,0.34500000000000003,0.131,0.095,0.15200000000000002,0.589,0.10800000000000001,0.29200000000000004,0.2472,0.024999999999999998,0.025,0.021,0.8490000000000001,0.09499999999999999,0.203,0.6040000000000001,0.334,2.831,0.14500000000000002,0.5890000000000001,0.9006000000000001,1.8749999999999998,0.6880000000000001,1.311,0.116,0.9520000000000001,0.9884000000000001,2.096,2.3499999999999996,0.776,0.36999999999999994,1.019,1.3222,0.10300000000000001,0.21300000000000002,1.9920000000000002,0.048,0.32100000000000006,0.5354000000000001,35.3,54.9,46.1,57.3,3.9,5.8,4.9,6.0,20.1,32.7,27.3,33.9,11.3,16.4,13.9,17.4,571.19,972.36,738.1500000000001,1123.08,970.47,34.03000000000001,2321.8299999999995,571.19,867.5100000000001,738.1500000000001,1123.08,970.47,34.03000000000001,2321.8299999999995,571.19,933.3600000000001,738.1500000000001,1123.08,970.47,34.03000000000001,2321.8299999999995
320,2065.0,2713.0,11110.0,1644.0,867.0,16955.0,5892.333333333333,0.0,0.0,0.0,0.0,400.0,3109.0,2065.0,2713.0,11110.0,1644.0,467.0,13846.0,313609.0,253073.0,217708.0,212256.0,201170.0,248354.0,241028.3333333333,29226.0,23523.0,25970.0,35962.0,23254.0,42669.0,169958.0,141960.0,125571.0,117523.0,123794.0,139315.0,114425.0,87590.0,66167.0,58771.0,54122.0,66370.0,26906.0,26710.0,26190.0,31027.0,19798.0,30391.0,26837.000000000004,17160.0,18810.0,18659.0,22856.0,14587.0,19112.0,7706.0,6663.0,6667.0,6758.0,4888.0,8882.0,2040.0,1237.0,864.0,1413.0,323.0,2397.0,286266.0,277949.0,277112.0,239056.0,266149.0,256301.0,260737.0,266224.28571428574,120872.0,121124.0,119136.0,96371.0,111566.0,104594.0,103532.0,110045.0,107095.0,108177.0,99372.0,104801.0,104086.0,107716.0,55349.0,49730.0,49799.0,43313.0,49782.0,47621.0,49489.0,0.3014,0.48679999999999995,0.6702,1.4163999999999999,1.7690000000000006,0.6736,0.9962,0.48613333333333336,0.17600000000000002,0.6839999999999999,0.131,0.477,0.039,0.3014,0.21,0.6779999999999999,0.7400000000000001,1.668,0.055,0.6702,0.073,0.042,0.39,1.9169999999999998,0.012,0.48679999999999995,0.293,2.6249999999999996,2.9259999999999993,1.165,0.073,1.4163999999999999,0.976,2.8410000000000006,3.286,1.45,0.292,1.7690000000000006,0.42600000000000005,0.5840000000000001,1.03,0.323,1.005,0.6736,0.584,2.04,1.923,0.254,0.17999999999999997,0.9962,35.3,54.9,46.1,57.3,3.9,5.8,4.9,6.0,20.1,32.7,27.3,33.9,11.3,16.4,13.9,17.4,589.68,895.65,703.5700000000002,1101.46,979.1799999999998,32.41999999999999,2167.16,589.68,840.23,703.5700000000002,1101.46,979.1799999999998,32.41999999999999,2167.16,589.68,889.0799999999999,703.5700000000002,1101.46,979.1799999999998,32.41999999999999,2167.16
321,1097.0,1914.0,9510.0,1506.0,5541.0,25077.0,7440.833333333333,0.0,0.0,0.0,0.0,1546.0,3359.0,1097.0,1914.0,9510.0,1506.0,3995.0,21718.0,296086.0,241558.0,198140.0,225687.0,260003.0,220304.0,240296.33333333334,28265.0,23979.0,25660.0,35752.0,28224.0,41377.0,160082.0,131267.0,111991.0,128912.0,154210.0,109078.0,107739.0,86312.0,60489.0,61023.0,77569.0,69849.0,27432.0,26184.0,24572.0,30605.0,19913.0,30642.0,26558.0,17583.0,18565.0,17599.0,22984.0,14731.0,19096.0,8007.0,6660.0,6138.0,6312.0,4791.0,9056.0,1842.0,959.0,835.0,1309.0,391.0,2490.0,288273.0,280029.0,271674.0,246846.0,292891.0,248961.0,274113.0,271826.71428571426,123925.0,122184.0,115922.0,101010.0,124533.0,100825.0,113205.0,109379.0,106739.0,106462.0,100898.0,114481.0,100877.0,110938.0,54969.0,51106.0,49290.0,44938.0,53877.0,47259.0,49970.0,0.3778,0.1302,0.5633999999999999,0.7968,1.3448,1.8881999999999999,0.4452,0.3571333333333333,0.127,0.444,1.147,0.042,0.129,0.3778,0.44300000000000006,0.349,1.7249999999999999,0.088,0.21200000000000002,0.5633999999999999,0.09400000000000001,0.048,0.43100000000000005,0.056,0.022000000000000002,0.1302,0.851,0.301,1.9149999999999998,0.15600000000000003,0.761,0.7968,0.8699999999999999,0.615,3.288,0.062,1.889,1.3448,1.2,1.293,2.6289999999999996,3.028,1.2910000000000001,1.8881999999999999,0.469,0.47500000000000003,0.883,0.06899999999999999,0.33,0.4452,35.3,54.9,46.1,57.3,3.9,5.8,4.9,6.0,20.1,32.7,27.3,33.9,11.3,16.4,13.9,17.4,580.39,891.22,681.9899999999999,1130.18,1006.99,23.799999999999997,2160.9899999999993,580.39,813.9500000000002,681.9899999999999,1130.18,1006.99,23.799999999999997,2160.9899999999993,580.39,884.9000000000001,681.9899999999999,1130.18,1006.99,23.799999999999997,2160.9899999999993
